"name","segment","what_they_do","town","district","province","ownership","parent","scale","pacra_number","pacra_status","isic","ncc_grade","officeholder","confidence","evidence","lat","lng","coord_basis","notes","sources"
"GEMCANTON INVESTMENTS HOLDINGS LIMITED","gemstone_dealer","Emerald and beryl producer and marketer, the renamed successor to Grizzly Mining Ltd, selling Zambian emerald from its Lufwanyama operation","Kitwe","Kitwe","Copperbelt","Privately held; founded and owned by Senegalese businessman Abdoulaye Ndiaye, with Israeli diamond magnate Lev Leviev reported to have acquired 50%",,"Successor to Grizzly Mining Ltd, historically Zambia's largest emerald producer after Kagem; produces emerald and beryl","120150134698","Active","Support activities for other mining and quarrying",,"Langson Mukuma, Mines Manager","high","non-registry source evidences operations","-12.8024","28.2132","town centroid, not a company address","Corporate base is Kitwe; the mine itself is in Lufwanyama district, Copperbelt. Renamed from Grizzly Mining Ltd following the Leviev transaction. Company management has publicly pressed government to tighten emerald-sector law to curb black-market dealers, which places it squarely in the marketing/trading side of the gemstone chain as well as production. The dispute over the company also exposed divisions inside the Emerald and Semi-Precious Stones Association of Zambia (ESMAZ). The related entity GEMCANTON MINING SERVICES LIMITED is the services arm. Subject of a University of Zambia case study on gemstone-sector challenges.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEMCANTON&SortyBy=entity%20name&Direction=ASC | https://en.wikipedia.org/wiki/Abdoulaye_Ndiaye_(businessman) | https://tiozambia.com/gemcanton-needs-regulations-to-curb-emerald-black-market/ | https://www.idexonline.com/FullArticle?Id=43137 | https://dspace.unza.zm/handle/123456789/6853"
"GEMCANTON MINING SERVICES LIMITED","gemstone_dealer","Mining services arm of the Gemcanton emerald group at Lufwanyama","Kitwe","Kitwe","Copperbelt","Privately held; part of the Gemcanton group founded by Abdoulaye Ndiaye","Gemcanton Investments Holdings Limited",,"120150134526","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only","-12.8024","28.2132","town centroid, not a company address","Registered alongside GEMCANTON INVESTMENTS HOLDINGS LIMITED in the PACRA register (both 2015 registrations). Sources describe the Gemcanton group's base as Kitwe and its emerald mine as being in Lufwanyama district; no source found that separates the services company's own site, staffing or turnover from the holding company, so scale is left blank.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEMCANTON&SortyBy=entity%20name&Direction=ASC | https://en.wikipedia.org/wiki/Abdoulaye_Ndiaye_(businessman) | https://tiozambia.com/gemcanton-needs-regulations-to-curb-emerald-black-market/"
"KARIBA MINERALS LIMITED","gemstone_dealer","State-linked amethyst producer and marketer; mines and grades amethyst at Mapatizya and sells to gemstone and jewellery manufacturers","Mapatizya","Kalomo","Southern","State-linked; subsidiary of ZCCM Investments Holdings Plc","ZCCM Investments Holdings Plc (ZCCM-IH)","Operating for over 60 years; described by ZCCM-IH as one of the oldest semi-precious gemstone mines in Zambia and a supplier of medium and commercial grade amethyst to major gemstone manufacturers","119840013422","Active","Support activities for other mining and quarrying",,,"high","non-registry source evidences operations","-16.8667","26.0833","town centroid, not a company address","Amethyst deposit is at Mapatizya in Kalomo district, Southern Province, described by the company as one of the richest amethyst deposits in the world. Commercial/head office is in Lusaka; a Lusaka address of Plot 11901 Kakota Road appears in third-party business directories but is not confirmed on a company or ZCCM-IH page. Sells direct to buyers as well as through auctions.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=KARIBA%20MINERALS&SortyBy=entity%20name&Direction=ASC | https://www.zccm-ih.com.zm/investments/mining-assets/kariba-minerals-ltd/ | https://www.zccm-ih.com.zm/tag/kariba-minerals/"
"NORTHWESTERN EMERALDS LIMITED","gemstone_dealer","Emerald company operating in North-Western Zambia",,,,,,,"120170001209","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only. A targeted web search for this exact company name returned no results, so no town, owner, output or contact could be evidenced. The registry ISIC line is 'mining of other non-ferrous metal ores' and the name implies North-Western Province, but note that Zambia's productive emerald belt is in the Copperbelt (Ndola Rural Emerald Restricted Area / Lufwanyama), not North-Western Province, so do not infer a location from the name.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=EMERALD&SortyBy=entity%20name&Direction=ASC"
"ROYAL EMERALDS LIMITED","gemstone_dealer","Emerald company, non-ferrous metal ores class",,,,,,,"120200009485","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 05/11/2020. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=EMERALD&SortyBy=entity%20name&Direction=ASC"
"ZAMBIAN EMERALD AND MINERALS TRADING LIMITED","gemstone_dealer","Emerald and minerals trading company, mining support services",,,,,,,"120210019083","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 05/08/2021. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"African Mining Consultants Limited","geo_consultancy","Zambian mining and geological consultancy; NCC-registered contractor in building and electrical categories, indicating it also executes site works alongside consulting","Lusaka","Lusaka","Lusaka","Zambian (NCC ownership classification: Zambian, male)",,"NCC grades 5B and 6E",,,,"5B; 6E",,"high","non-registry source evidences operations","-15.4167","28.2833","town centroid, not a company address","One of the longest-standing Zambian-owned exploration and mining consultancies; NCC register confirms current registration.","https://www.ncc.org.zm/wp-content/uploads/2026/07/2026-List-of-Contractors-as-at-30th-June-2026.pdf"
"Caracle Creek Geological Consulting Zambia Limited","geo_consultancy","Exploration geology consultancy - project generation, target definition, resource work and independent technical reporting; Zambian arm of the Caracle Creek international consultancy",,,,"Foreign-linked consultancy group","Caracle Creek International Consulting","PACRA registration 21/06/2023","120230054293","Active","Other professional, scientific and technical activities n.e.c.",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEOLOG&SortyBy=entity%20name&Direction=ASC"
"China Geological Exploration Zambia Limited","geo_consultancy","Geological exploration company; PACRA nature of business 'Other mining and quarrying n.e.c.'",,,,"Chinese-linked",,"Incorporated 2026","120261051208","Active","Other mining and quarrying n.e.c.",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEOLOG&SortyBy=entity%20name&Direction=ASC"
"Crosswind Geological and Environmental Consulting Limited","geo_consultancy","Geological and environmental consulting; PACRA ISIC 'Architectural and engineering activities and related technical consultancy'",,,,,,"Incorporated 2025","120251033396","Active","Architectural and engineering activities and related technical consultancy",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEOLOG&SortyBy=entity%20name&Direction=ASC"
"Deepdrill Geology Limited","geo_consultancy","Geology and drilling consultancy; PACRA ISIC 'Architectural and engineering activities and related technical consultancy'",,,,,,"Incorporated 2025","120251027561","Active","Architectural and engineering activities and related technical consultancy",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEOLOG&SortyBy=entity%20name&Direction=ASC"
"Ganfei Geological and Mineral Exploration Zambia Limited","geo_consultancy","Geological and mineral exploration company; PACRA nature of business 'Mining of other non-ferrous metal ores'",,,,"Chinese-linked",,"Incorporated 2025","120251030099","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEOLOG&SortyBy=entity%20name&Direction=ASC"
"Geofields Geological Consultancy Limited","geo_consultancy","Geological consultancy; PACRA ISIC 'Other professional, scientific and technical activities n.e.c.'",,,,,,"PACRA registration 2020","120200002390","Active","Other professional, scientific and technical activities n.e.c.",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEOLOG&SortyBy=entity%20name&Direction=ASC"
"Geohawk Geological Consultants Limited","geo_consultancy","Geological consultancy; PACRA nature of business 'Other mining and quarrying n.e.c.'",,,,,,"PACRA registration 2021","120210018238","Active","Other mining and quarrying n.e.c.",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEOLOG&SortyBy=entity%20name&Direction=ASC"
"Geosmart Geological Consulting Limited","geo_consultancy","Geological consulting firm; PACRA ISIC 'Support activities for other mining and quarrying'",,,,,,"Incorporated 2026","120261045874","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEOLOG&SortyBy=entity%20name&Direction=ASC"
"Jiangxi Nonferrous Geology & Mining Zambia Limited","geo_consultancy","Zambian entity of the Jiangxi non-ferrous geological exploration group; geology and mining services",,,,"Chinese state-linked","Jiangxi Nonferrous Metals Geological Exploration Bureau (China)","PACRA registration 2014","120140122974","Active","Freight transport by road",,,"medium","registry record and/or indirect evidence only",,,,"PACRA ISIC line is a registration-form artefact.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEOLOG&SortyBy=entity%20name&Direction=ASC"
"Midor Geological Survey Limited","geo_consultancy","Geological survey company; PACRA ISIC 'Technical testing and analysis'",,,,,,"Incorporated 2024","120241005608","Active","Technical testing and analysis",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEOLOG&SortyBy=entity%20name&Direction=ASC"
"Pangolin Geological Exploration Zambia Limited","geo_consultancy","Geological exploration company; PACRA ISIC 'Site preparation'",,,,,,"Incorporated 2024","120241016490","Active","Site preparation",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEOLOG&SortyBy=entity%20name&Direction=ASC"
"Reflex Geological Consulting Limited","geo_consultancy","Geological consulting firm; PACRA ISIC 'Management consultancy activities'",,,,,,"Incorporated 2024","120241014125","Active","Management consultancy activities",,,"medium","registry record and/or indirect evidence only",,,,,"https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEOLOG&SortyBy=entity%20name&Direction=ASC"
"Sinomine Resource Geological Engineering Company Limited","geo_consultancy","Zambian geological engineering and exploration arm of Sinomine, the Chinese resources group active in African lithium and copper",,,,"Chinese-owned","Sinomine Resource Group Co., Ltd (China)","PACRA registration 2013","120130113632","Active","Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA ISIC line is a registration-form artefact and does not describe the activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=GEOLOG&SortyBy=entity%20name&Direction=ASC"
